newtaxon_1,newtaxon_2,newtaxon_3,newtaxon_4,newtaxon_5,newtaxon_6,newtaxon_7,newtaxon_8,newtaxon_9,newtaxon_10,newtaxon_11,newtaxon_12,newtaxon_13,newtaxon_14,newtaxon_15,newtaxon_16,newtaxon_17,newtaxon_18,newtaxon_19,newtaxon_20,newtaxon_21,newtaxon_22,newtaxon_23,newtaxon_24,newtaxon_25,newtaxon_26,newtaxon_27,newtaxon_28,newtaxon_29,newtaxon_30,newtaxon_31,newtaxon_32,newtaxon_33,newtaxon_34,newtaxon_35,newtaxon_36,newtaxon_37,newtaxon_38,newtaxon_39,newtaxon_40,newtaxon_41,newtaxon_42,newtaxon_43,newtaxon_44,newtaxon_45,newtaxon_46,newtaxon_47,newtaxon_48,newtaxon_49,newtaxon_50
0,0,0,0.010752688172043012,0,0,0,0.06451612903225806,0,0.03225806451612903,0.03225806451612903,0.10752688172043011,0.06451612903225806,0,0.010752688172043012,0.0967741935483871,0.010752688172043012,0,0,0,0.11827956989247312,0.021505376344086023,0,0,0,0.11827956989247312,0,0,0,0.053763440860215055,0,0.15053763440860216,0,0,0,0,0,0,0,0.043010752688172046,0,0,0,0,0.053763440860215055,0,0,0,0.010752688172043012,0
0,0,0,0,0,0,0,0,0,0.04918032786885246,0,0.06557377049180328,0.06557377049180328,0.04918032786885246,0,0,0,0,0,0,0,0,0,0,0,0,0.01639344262295082,0,0,0,0,0,0,0,0,0,0.19672131147540983,0.2786885245901639,0,0,0,0.2786885245901639,0,0,0,0,0,0,0,0
0.034482758620689655,0,0.008620689655172414,0,0,0,0.06896551724137931,0,0,0,0,0.02586206896551724,0.02586206896551724,0,0,0.017241379310344827,0,0.017241379310344827,0,0.04310344827586207,0,0,0,0.11206896551724138,0.09482758620689655,0.08620689655172414,0.017241379310344827,0.017241379310344827,0,0,0.008620689655172414,0.0603448275862069,0.07758620689655173,0.017241379310344827,0.008620689655172414,0,0,0,0.14655172413793102,0,0.008620689655172414,0,0.05172413793103448,0,0,0,0,0,0.05172413793103448,0
0.06315789473684211,0,0,0,0,0,0.021052631578947368,0,0,0,0,0.16842105263157894,0,0.11578947368421053,0.031578947368421054,0.031578947368421054,0.042105263157894736,0,0,0,0.05263157894736842,0,0,0,0,0,0.010526315789473684,0,0,0,0,0.010526315789473684,0,0.021052631578947368,0,0,0.09473684210526316,0,0.05263157894736842,0.12631578947368421,0,0,0.05263157894736842,0,0,0,0,0.010526315789473684,0.09473684210526316,0
0,0,0,0,0,0,0,0,0,0.0673076923076923,0,0.16346153846153846,0,0,0,0,0,0,0.09615384615384616,0,0.16346153846153846,0,0.11538461538461539,0.14423076923076922,0,0,0,0,0.125,0,0,0,0,0,0.009615384615384616,0,0,0,0,0,0,0,0.009615384615384616,0.10576923076923077,0,0,0,0,0,0
0.01834862385321101,0,0.01834862385321101,0.01834862385321101,0.05504587155963303,0.045871559633027525,0,0,0,0.05504587155963303,0.027522935779816515,0.08256880733944955,0.027522935779816515,0,0.009174311926605505,0.07339449541284404,0,0.03669724770642202,0,0.009174311926605505,0,0.009174311926605505,0.01834862385321101,0,0.05504587155963303,0,0,0,0.009174311926605505,0,0,0.009174311926605505,0,0,0,0.045871559633027525,0,0.03669724770642202,0.06422018348623854,0.009174311926605505,0,0.009174311926605505,0.05504587155963303,0,0.06422018348623854,0.01834862385321101,0.01834862385321101,0.01834862385321101,0.08256880733944955,0
0,0.030612244897959183,0,0,0.05102040816326531,0,0.02040816326530612,0,0.061224489795918366,0,0,0.04081632653061224,0.030612244897959183,0.05102040816326531,0,0,0,0,0,0.04081632653061224,0.04081632653061224,0.01020408163265306,0.02040816326530612,0,0,0,0,0.07142857142857142,0,0,0.061224489795918366,0.07142857142857142,0.05102040816326531,0.02040816326530612,0,0.04081632653061224,0.02040816326530612,0.04081632653061224,0,0,0.01020408163265306,0,0.02040816326530612,0.02040816326530612,0.07142857142857142,0,0.01020408163265306,0.030612244897959183,0,0.061224489795918366
0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.22666666666666666,0,0,0.013333333333333334,0,0,0,0,0.04,0,0.09333333333333334,0,0,0,0,0.22666666666666666,0.08,0,0,0,0.013333333333333334,0,0,0.22666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018867924528301886,0,0,0.03773584905660377,0,0.0660377358490566,0.018867924528301886,0.018867924528301886,0.04716981132075472,0.018867924528301886,0.07547169811320754,0.0660377358490566,0,0.02830188679245283,0,0.02830188679245283,0,0,0,0,0,0.009433962264150943,0.12264150943396226,0.018867924528301886,0.04716981132075472,0.02830188679245283,0.02830188679245283,0,0.02830188679245283,0.02830188679245283,0,0.03773584905660377,0.08490566037735849,0,0,0,0.018867924528301886,0,0,0,0,0,0,0,0.09433962264150944,0.009433962264150943,0,0,0,0.018867924528301886
0,0,0,0.044444444444444446,0,0.03333333333333333,0.011111111111111112,0,0.011111111111111112,0,0.011111111111111112,0,0,0.022222222222222223,0,0,0,0,0.011111111111111112,0,0,0.011111111111111112,0.011111111111111112,0.07777777777777778,0.08888888888888889,0.03333333333333333,0.011111111111111112,0.022222222222222223,0,0.1,0,0,0,0,0.03333333333333333,0.044444444444444446,0.08888888888888889,0.022222222222222223,0,0.07777777777777778,0,0.011111111111111112,0,0.022222222222222223,0.08888888888888889,0,0,0,0.05555555555555555,0.05555555555555555
0.07476635514018691,0,0,0,0.009345794392523364,0.009345794392523364,0.028037383177570093,0,0.018691588785046728,0.037383177570093455,0,0,0.018691588785046728,0,0,0.009345794392523364,0,0.11214953271028037,0.1588785046728972,0,0.018691588785046728,0,0,0,0.009345794392523364,0.07476635514018691,0.028037383177570093,0.056074766355140186,0.04672897196261682,0,0,0,0.056074766355140186,0,0,0,0,0.08411214953271028,0,0,0.028037383177570093,0,0,0,0,0.009345794392523364,0,0.11214953271028037,0,0
0,0.11538461538461539,0.019230769230769232,0.0673076923076923,0,0,0,0.038461538461538464,0,0,0,0,0.04807692307692308,0,0,0.019230769230769232,0.038461538461538464,0,0.09615384615384616,0,0,0.009615384615384616,0,0.019230769230769232,0.009615384615384616,0,0,0,0.009615384615384616,0.038461538461538464,0.057692307692307696,0.057692307692307696,0.038461538461538464,0,0,0.08653846153846154,0,0,0.04807692307692308,0.009615384615384616,0,0.028846153846153848,0,0.10576923076923077,0.019230769230769232,0,0,0.019230769230769232,0,0
0,0.10869565217391304,0.021739130434782608,0,0,0.05434782608695652,0,0,0,0,0.09782608695652174,0.043478260869565216,0,0,0,0,0,0,0,0.06521739130434782,0,0,0,0,0,0,0,0.07608695652173914,0.043478260869565216,0.18478260869565216,0,0.03260869565217391,0,0.11956521739130435,0,0,0,0,0.10869565217391304,0,0,0,0,0.043478260869565216,0,0,0,0,0,0
0,0.12631578947368421,0,0.021052631578947368,0,0,0,0,0,0.09473684210526316,0,0,0.12631578947368421,0,0.042105263157894736,0,0,0,0,0,0,0,0.06315789473684211,0,0,0,0,0.10526315789473684,0,0.010526315789473684,0.11578947368421053,0,0,0,0.010526315789473684,0,0.031578947368421054,0.06315789473684211,0,0,0.05263157894736842,0.010526315789473684,0,0,0.05263157894736842,0.07368421052631578,0,0,0,0
0,0.0380952380952381,0.01904761904761905,0,0.0380952380952381,0.01904761904761905,0.047619047619047616,0.02857142857142857,0.05714285714285714,0,0,0.009523809523809525,0,0,0.009523809523809525,0.009523809523809525,0,0,0.10476190476190476,0,0.02857142857142857,0,0,0.0380952380952381,0,0.05714285714285714,0,0,0,0,0.05714285714285714,0.02857142857142857,0,0.08571428571428572,0,0,0,0.009523809523809525,0,0,0.02857142857142857,0,0,0.01904761904761905,0.13333333333333333,0.01904761904761905,0,0.0380952380952381,0.047619047619047616,0.02857142857142857
0,0,0.08421052631578947,0,0,0,0,0.021052631578947368,0,0.010526315789473684,0.042105263157894736,0.021052631578947368,0,0,0.031578947368421054,0.031578947368421054,0.031578947368421054,0,0.09473684210526316,0,0,0,0.05263157894736842,0.031578947368421054,0,0,0,0,0,0,0,0.07368421052631578,0.031578947368421054,0.031578947368421054,0.010526315789473684,0,0.031578947368421054,0,0,0.05263157894736842,0.010526315789473684,0.010526315789473684,0,0.05263157894736842,0.031578947368421054,0,0.021052631578947368,0,0.16842105263157894,0.021052631578947368
0,0.12962962962962962,0,0,0,0,0.05555555555555555,0.09259259259259259,0,0,0,0,0,0,0,0.1388888888888889,0.046296296296296294,0,0,0,0.046296296296296294,0,0,0,0,0.1574074074074074,0,0.009259259259259259,0,0,0.06481481481481481,0,0.009259259259259259,0,0,0,0,0.05555555555555555,0,0,0.06481481481481481,0,0,0,0,0,0,0.027777777777777776,0.10185185185185185,0
0,0.09615384615384616,0,0.10576923076923077,0.009615384615384616,0.019230769230769232,0,0,0,0.04807692307692308,0.028846153846153848,0,0,0,0,0.038461538461538464,0.009615384615384616,0.0673076923076923,0,0,0,0,0,0,0,0.009615384615384616,0.057692307692307696,0.038461538461538464,0,0,0,0.09615384615384616,0.019230769230769232,0,0,0,0,0.04807692307692308,0,0.0673076923076923,0,0.019230769230769232,0,0,0.0673076923076923,0.028846153846153848,0,0,0.125,0
0.09009009009009009,0.05405405405405406,0,0.15315315315315314,0,0,0,0,0,0,0,0,0,0,0,0.009009009009009009,0,0,0.018018018018018018,0.018018018018018018,0.04504504504504504,0,0,0,0.07207207207207207,0,0,0.036036036036036036,0,0,0.15315315315315314,0.05405405405405406,0,0.04504504504504504,0,0,0.036036036036036036,0,0,0,0,0,0.07207207207207207,0.05405405405405406,0.04504504504504504,0,0,0.04504504504504504,0,0
0,0.018518518518518517,0.009259259259259259,0.046296296296296294,0.009259259259259259,0.08333333333333333,0,0.027777777777777776,0.05555555555555555,0,0.018518518518518517,0.037037037037037035,0,0.027777777777777776,0,0,0.018518518518518517,0,0,0,0,0,0.037037037037037035,0.10185185185185185,0,0.06481481481481481,0.009259259259259259,0,0.018518518518518517,0.018518518518518517,0,0,0,0.046296296296296294,0.027777777777777776,0.06481481481481481,0.018518518518518517,0,0,0,0.05555555555555555,0.009259259259259259,0.046296296296296294,0.009259259259259259,0,0.09259259259259259,0,0.009259259259259259,0.018518518518518517,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035398230088495575,0.04424778761061947,0.04424778761061947,0.02654867256637168,0.017699115044247787,0.04424778761061947,0,0.07079646017699115,0.04424778761061947,0.008849557522123894,0.008849557522123894,0,0.02654867256637168,0,0.017699115044247787,0.05309734513274336,0,0,0,0.04424778761061947,0.008849557522123894,0.008849557522123894,0.1504424778761062,0.05309734513274336,0,0,0,0,0,0,0,0.07079646017699115,0.008849557522123894,0,0.05309734513274336,0.04424778761061947,0.017699115044247787,0.02654867256637168,0.035398230088495575,0,0,0,0,0,0.035398230088495575,0,0,0,0,0
0.07,0.02,0.01,0,0,0.13,0,0,0.03,0,0,0,0.07,0.05,0.06,0.05,0,0,0,0,0.02,0,0,0.06,0,0,0,0.07,0,0,0.01,0.05,0,0.07,0,0,0,0.04,0.03,0,0,0,0,0.03,0,0.05,0.07,0.01,0,0
0,0.03125,0,0,0,0.020833333333333332,0,0.08333333333333333,0,0.041666666666666664,0,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.010416666666666666,0,0.010416666666666666,0,0.0625,0,0.0625,0,0,0,0,0,0.03125,0.041666666666666664,0.020833333333333332,0.041666666666666664,0,0.020833333333333332,0.020833333333333332,0,0.020833333333333332,0,0.010416666666666666,0.03125,0.0625,0.010416666666666666,0.041666666666666664,0,0.125,0.03125,0,0,0.03125,0,0.010416666666666666,0.020833333333333332
0.04504504504504504,0.0990990990990991,0.06306306306306306,0.036036036036036036,0,0.036036036036036036,0,0,0.05405405405405406,0.009009009009009009,0.009009009009009009,0,0,0,0.018018018018018018,0.06306306306306306,0,0,0,0.009009009009009009,0,0,0.018018018018018018,0,0,0.02702702702702703,0,0,0,0.02702702702702703,0.018018018018018018,0,0,0.02702702702702703,0,0.09009009009009009,0,0.036036036036036036,0.10810810810810811,0,0.04504504504504504,0,0.018018018018018018,0.018018018018018018,0.08108108108108109,0,0,0,0.036036036036036036,0.009009009009009009
0.017699115044247787,0,0.05309734513274336,0.07964601769911504,0.017699115044247787,0,0.05309734513274336,0.02654867256637168,0.07079646017699115,0.02654867256637168,0,0.02654867256637168,0.02654867256637168,0.017699115044247787,0,0.008849557522123894,0,0.035398230088495575,0.017699115044247787,0,0.02654867256637168,0,0.13274336283185842,0.017699115044247787,0,0,0,0.008849557522123894,0,0.035398230088495575,0.035398230088495575,0,0.008849557522123894,0.008849557522123894,0.035398230088495575,0,0,0.008849557522123894,0.05309734513274336,0.017699115044247787,0,0,0,0.05309734513274336,0.008849557522123894,0,0.04424778761061947,0.008849557522123894,0.017699115044247787,0
0.04,0,0,0.03,0.04,0,0,0,0,0.01,0,0.11,0.02,0.03,0.01,0,0,0,0,0.01,0.04,0,0,0.02,0,0,0.03,0,0,0,0.01,0.01,0,0.03,0.01,0.03,0.03,0.02,0.09,0,0.06,0.01,0.02,0.07,0.04,0,0,0.07,0.07,0.04
0,0,0,0,0,0,0,0,0.07547169811320754,0.03773584905660377,0,0,0.16037735849056603,0,0,0.018867924528301886,0,0,0,0,0,0,0.018867924528301886,0,0.1509433962264151,0,0.08490566037735849,0,0,0,0,0,0,0.009433962264150943,0.11320754716981132,0,0,0,0,0.02830188679245283,0,0,0.009433962264150943,0.1320754716981132,0.12264150943396226,0,0,0.03773584905660377,0,0
0,0,0,0.104,0.008,0,0.008,0.08,0.016,0,0.008,0.088,0,0,0,0.088,0,0.088,0.024,0.016,0,0,0.056,0,0,0.032,0,0,0,0.032,0,0.032,0,0,0,0.024,0.008,0.088,0.088,0.008,0,0.008,0,0.04,0,0,0.032,0,0.024,0
0,0,0.06,0.01,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0.07,0.08,0,0.04,0.06,0.01,0,0.02,0,0,0,0,0,0,0,0,0.17,0,0.02,0.02,0.01,0.06,0,0,0.02,0.01,0,0.12,0.05,0,0.09,0.04,0,0.01
0,0,0,0,0.1411764705882353,0,0,0,0,0,0,0,0.03529411764705882,0,0,0,0,0,0,0,0,0,0,0.18823529411764706,0,0,0,0.2,0,0,0,0,0,0.2,0.023529411764705882,0,0,0,0,0,0,0.011764705882352941,0,0,0,0.09411764705882353,0,0,0,0.10588235294117647
0.08490566037735849,0,0,0.03773584905660377,0.02830188679245283,0,0.09433962264150944,0,0,0,0,0,0,0,0,0,0,0,0,0.02830188679245283,0.018867924528301886,0,0.018867924528301886,0,0,0.009433962264150943,0.03773584905660377,0,0.02830188679245283,0.009433962264150943,0.018867924528301886,0.07547169811320754,0.009433962264150943,0,0.018867924528301886,0.09433962264150944,0.10377358490566038,0,0,0,0.04716981132075472,0,0,0.07547169811320754,0.12264150943396226,0,0,0.03773584905660377,0,0
0.05357142857142857,0,0,0.017857142857142856,0.017857142857142856,0,0,0.125,0.05357142857142857,0.017857142857142856,0,0,0,0,0,0.07142857142857142,0,0.13392857142857142,0.05357142857142857,0.044642857142857144,0.008928571428571428,0,0.008928571428571428,0.044642857142857144,0,0,0.07142857142857142,0,0.008928571428571428,0,0,0,0,0,0.017857142857142856,0,0,0.026785714285714284,0,0,0,0,0,0.008928571428571428,0,0,0,0.15178571428571427,0.026785714285714284,0.03571428571428571
0,0,0.020202020202020204,0.020202020202020204,0,0.0707070707070707,0,0.050505050505050504,0.030303030303030304,0,0.0707070707070707,0,0.010101010101010102,0.010101010101010102,0.020202020202020204,0.10101010101010101,0.020202020202020204,0,0,0.030303030303030304,0,0,0,0,0,0.010101010101010102,0,0.010101010101010102,0,0,0.030303030303030304,0.010101010101010102,0.16161616161616163,0,0.0707070707070707,0.030303030303030304,0.030303030303030304,0,0.020202020202020204,0.030303030303030304,0.04040404040404041,0,0.06060606060606061,0,0.030303030303030304,0,0,0,0.010101010101010102,0
0.027522935779816515,0,0,0,0.05504587155963303,0,0,0,0.11009174311926606,0,0,0.027522935779816515,0,0.009174311926605505,0,0,0,0.09174311926605505,0.05504587155963303,0,0,0,0,0,0,0.08256880733944955,0.045871559633027525,0.045871559633027525,0,0.03669724770642202,0,0,0.10091743119266056,0.027522935779816515,0,0.009174311926605505,0,0.027522935779816515,0,0,0,0,0.045871559633027525,0,0.08256880733944955,0.05504587155963303,0,0.045871559633027525,0,0.01834862385321101
0,0,0.010869565217391304,0.10869565217391304,0,0,0.13043478260869565,0.010869565217391304,0.07608695652173914,0,0,0,0.09782608695652174,0,0.06521739130434782,0,0,0,0,0,0.021739130434782608,0,0,0,0,0,0,0,0,0,0,0.13043478260869565,0.05434782608695652,0.09782608695652174,0,0.021739130434782608,0,0.08695652173913043,0,0,0,0,0.043478260869565216,0,0,0,0.010869565217391304,0,0.03260869565217391,0
0.08080808080808081,0.010101010101010102,0.010101010101010102,0.04040404040404041,0,0,0.10101010101010101,0,0.0707070707070707,0.010101010101010102,0,0,0,0,0.020202020202020204,0,0.010101010101010102,0.010101010101010102,0,0,0.030303030303030304,0,0.030303030303030304,0.020202020202020204,0.030303030303030304,0.030303030303030304,0,0.06060606060606061,0,0.010101010101010102,0,0.06060606060606061,0,0,0.050505050505050504,0.0707070707070707,0,0,0.050505050505050504,0,0.010101010101010102,0.030303030303030304,0.050505050505050504,0.06060606060606061,0,0,0.04040404040404041,0,0,0
0,0.04310344827586207,0.11206896551724138,0.06896551724137931,0,0,0.14655172413793102,0,0.0603448275862069,0,0,0.07758620689655173,0.07758620689655173,0.04310344827586207,0,0.07758620689655173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008620689655172414,0,0,0,0.008620689655172414,0,0,0,0,0,0,0,0,0.12931034482758622,0,0,0.14655172413793102,0
0,0.019801980198019802,0.0594059405940594,0,0,0,0,0,0,0.009900990099009901,0,0,0.06930693069306931,0.039603960396039604,0,0.1188118811881188,0,0.039603960396039604,0,0.039603960396039604,0.039603960396039604,0.009900990099009901,0.1485148514851485,0,0,0,0.009900990099009901,0.09900990099009901,0.009900990099009901,0,0,0.0297029702970297,0,0.039603960396039604,0.019801980198019802,0,0,0,0,0,0.039603960396039604,0,0.04950495049504951,0.0594059405940594,0,0,0,0.0297029702970297,0.019801980198019802,0
0,0,0,0.125,0,0,0,0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.009615384615384616,0,0.019230769230769232,0,0.0673076923076923,0,0,0.125,0,0.0673076923076923,0,0.038461538461538464,0.11538461538461539,0,0.019230769230769232,0.04807692307692308,0,0,0.009615384615384616,0.0673076923076923,0.009615384615384616,0.038461538461538464,0,0,0.019230769230769232,0.038461538461538464,0.009615384615384616,0,0.04807692307692308,0,0.009615384615384616,0,0.009615384615384616,0,0,0,0.009615384615384616,0.019230769230769232,0
0,0,0.1588785046728972,0,0,0,0,0,0,0,0.009345794392523364,0.06542056074766354,0.018691588785046728,0,0,0.11214953271028037,0.009345794392523364,0,0.06542056074766354,0,0.056074766355140186,0,0.037383177570093455,0.07476635514018691,0.056074766355140186,0,0,0.028037383177570093,0,0,0.018691588785046728,0.04672897196261682,0,0,0.018691588785046728,0.018691588785046728,0.018691588785046728,0.04672897196261682,0.018691588785046728,0.018691588785046728,-0,0,0,0,0,0,0,0,0.056074766355140186,0.04672897196261682
0.09803921568627451,0,0.06862745098039216,0,0.029411764705882353,0,0.13725490196078433,0,0,0,0,0.049019607843137254,0.058823529411764705,0,0,0.0784313725490196,0.029411764705882353,0,0,0,0,0,0.058823529411764705,0,0,0,0,0.00980392156862745,0.058823529411764705,0,0.0392156862745098,0,0,0,0,0,0,0,0.10784313725490197,0.00980392156862745,0,0.00980392156862745,0,0,0,0,0.00980392156862745,0.08823529411764706,0,0.058823529411764705
0,0.05454545454545454,0,0,0,0,0,0,0,0,0,0,0,0.10909090909090909,0,0.15454545454545454,0.00909090909090909,0.01818181818181818,0,0.03636363636363636,0,0,0,0,0.02727272727272727,0,0,0,0,0,0,0,0.08181818181818182,0,0,0.15454545454545454,0,0,0,0.00909090909090909,0.07272727272727272,0.00909090909090909,0,0.06363636363636363,0.00909090909090909,0.13636363636363635,0,0,0.05454545454545454,0
0.05714285714285714,0.05714285714285714,0,0,0.09523809523809523,0,0.14285714285714285,0.05714285714285714,0.0761904761904762,0.0380952380952381,0,0,0.05714285714285714,0,0,0.01904761904761905,0,0,0,0.01904761904761905,0.009523809523809525,0.009523809523809525,0,0,0,0.08571428571428572,0,0,0,0,0,0,0,0,0,0.047619047619047616,0.11428571428571428,0,0.06666666666666667,0,0,0,0,0,0,0,0,0.047619047619047616,0,0
0,0,0.06862745098039216,0,0,0,0,0.16666666666666666,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0.0196078431372549,0,0,0,0,0,0,0,0.16666666666666666,0.09803921568627451,0,0.16666666666666666,0.0196078431372549,0.0196078431372549,0.0784313725490196,0,0,0,0,0,0.13725490196078433,0,0,0,0,0,0
